Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Sugarcane,2005,Whole Year ,KERALA,1222.0,91650,3030.9,146542.24,256.62,66.14538462
Sweet potato,2005,Whole Year ,KERALA,711.0,9013,3030.9,85263.12,149.31,11.48692308
Tapioca,2005,Whole Year ,KERALA,90539.0,2568284,3030.9,10857436.88,19013.19,28.00928571
Tobacco,2005,Whole Year ,KERALA,43.0,69,3030.9,5156.56,9.03,1.6
Turmeric,2005,Whole Year ,KERALA,3384.0,8237,3030.9,405809.28,710.64,2.211428571
Arecanut,2005,Whole Year ,TAMIL NADU,4773.0,9198,1364.1,572378.16,1002.33,1.212727273
Arhar/Tur,2005,Kharif     ,TAMIL NADU,37769.0,20400,1364.1,4529258.48,7931.49,0.6375
Bajra,2005,Kharif     ,TAMIL NADU,81925.0,94799,1364.1,9824446.0,17204.25,1.3144
Banana,2005,Whole Year ,TAMIL NADU,94648.0,4647635,1364.1,11350188.16,19876.08,48.51965517
Black pepper,2005,Whole Year ,TAMIL NADU,3745.0,851,1364.1,449100.4,786.45,0.173076923
Cardamom,2005,Whole Year ,TAMIL NADU,4887.0,448,1364.1,586049.04,1026.27,0.072727273
Cashewnut,2005,Whole Year ,TAMIL NADU,106059.0,43856,1364.1,12718595.28,22272.39,0.368571429
Castor seed,2005,Kharif     ,TAMIL NADU,8391.0,2777,1364.1,1006248.72,1762.11,0.313333333
Coconut ,2005,Whole Year ,TAMIL NADU,370515.0,4867100000,1364.1,44432158.8,77808.15,11777.93172
Coriander,2005,Whole Year ,TAMIL NADU,21062.0,6424,1364.1,2525755.04,4423.02,0.296956522
Cotton(lint),2005,Kharif     ,TAMIL NADU,109742.0,168154,1364.1,13160260.64,23045.82,1.643703704
Dry chillies,2005,Whole Year ,TAMIL NADU,49033.0,31830,1364.1,5880037.36,10296.93,0.797241379
Garlic,2005,Whole Year ,TAMIL NADU,428.0,2561,1364.1,51325.76,89.88,5.854
Ginger,2005,Kharif     ,TAMIL NADU,660.0,12735,1364.1,79147.2,138.6,19.31714286
Gram,2005,Rabi       ,TAMIL NADU,5907.0,4007,1364.1,708367.44,1240.47,0.493125
Groundnut,2005,Kharif     ,TAMIL NADU,618835.0,1097592,1364.1,74210693.2,129955.35,1.91
Horse-gram,2005,Kharif     ,TAMIL NADU,60415.0,22023,1364.1,7244966.8,12687.15,0.3724
Jowar,2005,Kharif     ,TAMIL NADU,316274.0,231449,1364.1,37927578.08,66417.54,0.897083333
Maize,2005,Kharif     ,TAMIL NADU,202830.0,0,1364.1,24323373.6,42594.3,0.0
Mesta,2005,Kharif     ,TAMIL NADU,1.0,0,1364.1,119.92,0.21,0.0
Moong(Green Gram),2005,Kharif     ,TAMIL NADU,136699.0,45881,1364.1,16392944.08,28706.79,0.383571429
Niger seed,2005,Kharif     ,TAMIL NADU,638.0,0,1364.1,76508.96,133.98,0.0
Onion,2005,Whole Year ,TAMIL NADU,29169.0,233796,1364.1,3497946.48,6125.49,8.07826087
Other Kharif pulses,2005,Kharif     ,TAMIL NADU,68999.0,21356,1364.1,8274360.08,14489.79,0.366923077
Potato,2005,Whole Year ,TAMIL NADU,5005.0,74593,1364.1,600199.6,1051.05,15.32
Ragi,2005,Kharif     ,TAMIL NADU,99549.0,132172,1364.1,11937916.08,20905.29,1.621923077
Rapeseed &Mustard,2005,Rabi       ,TAMIL NADU,528.0,130,1364.1,63317.76,110.88,0.25
Rice,2005,Kharif     ,TAMIL NADU,2050455.0,5209433,1364.1,245890563.6,430595.55,2.895517241
Sannhamp,2005,Kharif     ,TAMIL NADU,10.0,0,1364.1,1199.2,2.1,0.0
Sesamum,2005,Kharif     ,TAMIL NADU,65118.0,30772,1364.1,7808950.56,13674.78,0.414444444
Small millets,2005,Kharif     ,TAMIL NADU,40366.0,30071,1364.1,4840690.72,8476.86,0.77375
Soyabean,2005,Kharif     ,TAMIL NADU,630.0,0,1364.1,75549.6,132.3,0.0
Sugarcane,2005,Whole Year ,TAMIL NADU,335397.0,35113269,1364.1,40220808.24,70433.37,102.4842857
Sunflower,2005,Kharif     ,TAMIL NADU,17056.0,21148,1364.1,2045355.52,3581.76,1.18037037
Sweet potato,2005,Whole Year ,TAMIL NADU,1417.0,29555,1364.1,169926.64,297.57,20.8868
Tapioca,2005,Whole Year ,TAMIL NADU,127122.0,4857440,1364.1,15244470.24,26695.62,38.21481481
Tobacco,2005,Whole Year ,TAMIL NADU,5102.0,7792,1364.1,611831.84,1071.42,1.451
Turmeric,2005,Whole Year ,TAMIL NADU,25970.0,143358,1364.1,3114322.4,5453.7,5.547037037
Urad,2005,Kharif     ,TAMIL NADU,215448.0,70758,1364.1,25836524.16,45244.08,0.403571429
Arecanut,2006,Whole Year ,KERALA,102078.0,109968,3429.7,13036381.38,22457.16,0.933571429
Banana,2006,Whole Year ,KERALA,59143.0,463766,3429.7,7553152.53,13011.46,7.988571429
Black pepper,2006,Whole Year ,KERALA,216709.0,64264,3429.7,27675906.39,47675.98,0.217857143
Cardamom,2006,Whole Year ,KERALA,41362.0,8545,3429.7,5282341.02,9099.64,0.057
Cashewnut,2006,Whole Year ,KERALA,70463.0,61680,3429.7,8998829.73,15501.86,0.577857143
Coconut ,2006,Whole Year ,KERALA,872943.0,6054000000,3429.7,111483550.5,192047.46,6522.32
Cotton(lint),2006,Kharif     ,KERALA,1300.0,1690,3429.7,166023.0,286.0,1.3
Garlic,2006,Whole Year ,KERALA,221.0,3757,3429.7,28223.91,48.62,17.0
Ginger,2006,Whole Year ,KERALA,11082.0,42496,3429.7,1415282.22,2438.04,3.239285714
Groundnut,2006,Kharif     ,KERALA,2813.0,2081,3429.7,359248.23,618.86,0.74
Jowar,2006,Kharif     ,KERALA,1827.0,929,3429.7,233326.17,401.94,0.593333333
Other Cereals,2006,Kharif     ,KERALA,625.0,489,3429.7,79818.75,137.5,0.793333333
Ragi,2006,Kharif     ,KERALA,516.0,417,3429.7,65898.36,113.52,0.7225
Rice,2006,Autumn     ,KERALA,83859.0,191241,3429.7,10709632.89,18448.98,2.270769231
Rice,2006,Summer     ,KERALA,35946.0,103571,3429.7,4590663.66,7908.12,2.497857143
Rice,2006,Winter     ,KERALA,143724.0,346763,3429.7,18354992.04,31619.28,2.286428571
Sesamum,2006,Kharif     ,KERALA,732.0,294,3429.7,93483.72,161.04,0.397
Sugarcane,2006,Whole Year ,KERALA,1161.0,65790,3429.7,148271.31,255.42,33.668
Sweet potato,2006,Whole Year ,KERALA,505.0,6405,3429.7,64493.55,111.1,11.50071429
Tapioca,2006,Whole Year ,KERALA,87128.0,2518999,3429.7,11127116.88,19168.16,29.46214286
Tobacco,2006,Whole Year ,KERALA,31.0,50,3429.7,3959.01,6.82,1.61
Turmeric,2006,Whole Year ,KERALA,3917.0,9980,3429.7,500240.07,861.74,2.168571429
Arecanut,2006,Whole Year ,TAMIL NADU,5526.0,11904,927.9,705725.46,1215.72,1.603636364
Arhar/Tur,2006,Whole Year ,TAMIL NADU,29127.0,21334,927.9,3719809.17,6407.94,0.744
Bajra,2006,Whole Year ,TAMIL NADU,65512.0,98969,927.9,8366537.52,14412.64,1.588333333
Banana,2006,Whole Year ,TAMIL NADU,105206.0,5637371,927.9,13435858.26,23145.32,54.02931034
Black pepper,2006,Whole Year ,TAMIL NADU,3703.0,843,927.9,472910.13,814.66,0.186923077
Cardamom,2006,Whole Year ,TAMIL NADU,4441.0,404,927.9,567160.11,977.02,0.0675
Cashewnut,2006,Whole Year ,TAMIL NADU,103968.0,51057,927.9,13277753.28,22872.96,0.503571429
Castor seed,2006,Whole Year ,TAMIL NADU,5289.0,1674,927.9,675458.19,1163.58,0.35375
Coconut ,2006,Whole Year ,TAMIL NADU,374604.0,5429900000,927.9,47840676.84,82412.88,13584.69138
Coriander,2006,Whole Year ,TAMIL NADU,17425.0,5676,927.9,2225346.75,3833.5,0.321304348
Cotton(lint),2006,Whole Year ,TAMIL NADU,100339.0,220864,927.9,12814293.69,22074.58,2.281111111
Dry chillies,2006,Whole Year ,TAMIL NADU,61418.0,42719,927.9,7843692.78,13511.96,0.803928571
Garlic,2006,Whole Year ,TAMIL NADU,528.0,3139,927.9,67430.88,116.16,5.304
Ginger,2006,Whole Year ,TAMIL NADU,669.0,12468,927.9,85437.99,147.18,18.65625
Gram,2006,Whole Year ,TAMIL NADU,5933.0,3831,927.9,757703.43,1305.26,0.53
Groundnut,2006,Whole Year ,TAMIL NADU,508032.0,1006475,927.9,64880766.72,111767.04,2.085357143
Horse-gram,2006,Whole Year ,TAMIL NADU,55635.0,32549,927.9,7105145.85,12239.7,0.5884
Jowar,2006,Whole Year ,TAMIL NADU,294376.0,293940,927.9,37594758.96,64762.72,1.212916667
Maize,2006,Whole Year ,TAMIL NADU,197782.0,759112,927.9,25258739.22,43512.04,4.483076923
Moong(Green Gram),2006,Whole Year ,TAMIL NADU,134071.0,77404,927.9,17122207.41,29495.62,0.588214286
Onion,2006,Whole Year ,TAMIL NADU,29587.0,258333,927.9,3778555.77,6509.14,8.720454545
Potato,2006,Whole Year ,TAMIL NADU,5190.0,77443,927.9,662814.9,1141.8,15.11333333
Ragi,2006,Whole Year ,TAMIL NADU,95478.0,148148,927.9,12193495.38,21005.16,2.046153846
Rapeseed &Mustard,2006,Whole Year ,TAMIL NADU,344.0,80,927.9,43932.24,75.68,0.150769231
Rice,2006,Kharif     ,TAMIL NADU,1931397.0,6610607,927.9,246658710.9,424907.34,3.584827586
Sesamum,2006,Whole Year ,TAMIL NADU,52624.0,27328,927.9,6720611.04,11577.28,0.491111111
Small millets,2006,Kharif     ,TAMIL NADU,52702.0,61473,927.9,6730572.42,11594.44,1.057826087
Sugarcane,2006,Whole Year ,TAMIL NADU,391201.0,48037332,927.9,49960279.71,86064.22,118.1746429
Sunflower,2006,Whole Year ,TAMIL NADU,26194.0,47884,927.9,3345235.74,5762.68,1.726538462
Sweet potato,2006,Whole Year ,TAMIL NADU,1127.0,18933,927.9,143929.17,247.94,17.74740741
Tapioca,2006,Whole Year ,TAMIL NADU,139628.0,5635436,927.9,17831891.88,30718.16,41.62785714
Tobacco,2006,Whole Year ,TAMIL NADU,5041.0,7724,927.9,643786.11,1109.02,1.443333333
Turmeric,2006,Whole Year ,TAMIL NADU,30528.0,175388,927.9,3898730.88,6716.16,5.748148148
Urad,2006,Whole Year ,TAMIL NADU,251014.0,143053,927.9,32056997.94,55223.08,0.6425
Arecanut,2007,Whole Year ,KERALA,99787.0,114690,3489.6,13311585.8,15965.92,0.921428571
Banana,2007,Whole Year ,KERALA,59341.0,439803,3489.6,7916089.4,9494.56,7.534285714
Black pepper,2007,Whole Year ,KERALA,175679.0,41952,3489.6,23435578.6,28108.64,0.19
Cardamom,2007,Whole Year ,KERALA,39763.0,7031,3489.6,5304384.2,6362.08,0.047272727
Cashewnut,2007,Whole Year ,KERALA,58381.0,52402,3489.6,7788025.4,9340.96,0.579285714
Coconut ,2007,Whole Year ,KERALA,818812.0,5641000000,3489.6,109229520.8,131009.92,6390.165714
Cotton(lint),2007,Kharif     ,KERALA,1295.0,1680,3489.6,172753.0,207.2,0.65
Garlic,2007,Whole Year ,KERALA,350.0,5950,3489.6,46690.0,56.0,17.0
Ginger,2007,Whole Year ,KERALA,8865.0,31726,3489.6,1182591.0,1418.4,3.017142857
Groundnut,2007,Kharif     ,KERALA,2911.0,2154,3489.6,388327.4,465.76,0.87
Jowar,2007,Kharif     ,KERALA,3083.0,1573,3489.6,411272.2,493.28,0.6425
Other Cereals,2007,Kharif     ,KERALA,341.0,267,3489.6,45489.4,54.56,0.853333333
Ragi,2007,Kharif     ,KERALA,266.0,216,3489.6,35484.4,42.56,0.968333333
Rice,2007,Autumn     ,KERALA,77533.0,168108,3489.6,10342902.2,12405.28,2.07
Rice,2007,Summer     ,KERALA,45447.0,109277,3489.6,6062629.8,7271.52,2.335714286
Rice,2007,Winter     ,KERALA,105958.0,251103,3489.6,14134797.2,16953.28,2.252857143
Sesamum,2007,Kharif     ,KERALA,533.0,171,3489.6,71102.2,85.28,0.305
Sugarcane,2007,Whole Year ,KERALA,2991.0,159150,3489.6,398999.4,478.56,37.17272727
Sweet potato,2007,Whole Year ,KERALA,499.0,6343,3489.6,66566.6,79.84,11.49785714
Tapioca,2007,Whole Year ,KERALA,83990.0,2556455,3489.6,11204266.0,13438.4,29.41142857
Tobacco,2007,Whole Year ,KERALA,43.0,69,3489.6,5736.2,6.88,1.6
Turmeric,2007,Whole Year ,KERALA,3155.0,7434,3489.6,420877.0,504.8,2.167857143
Arecanut,2007,Whole Year ,TAMIL NADU,5553.0,11739,1067.2,740770.2,888.48,2.057391304
Arhar/Tur,2007,Whole Year ,TAMIL NADU,30057.0,21077,1067.2,4009603.8,4809.12,0.73375
Bajra,2007,Whole Year ,TAMIL NADU,59798.0,85840,1067.2,7977053.2,9567.68,1.6084
Banana,2007,Whole Year ,TAMIL NADU,112793.0,5384825,1067.2,15046586.2,18046.88,48.00758621
Black pepper,2007,Whole Year ,TAMIL NADU,3130.0,719,1067.2,417542.0,500.8,0.145333333
Cardamom,2007,Whole Year ,TAMIL NADU,4404.0,402,1067.2,587493.6,704.64,0.078
Cashewnut,2007,Whole Year ,TAMIL NADU,101309.0,57905,1067.2,13514620.6,16209.44,0.548148148
Castor seed,2007,Whole Year ,TAMIL NADU,5184.0,1624,1067.2,691545.6,829.44,0.344782609
Coconut ,2007,Whole Year ,TAMIL NADU,383366.0,5438500000,1067.2,51141024.4,61338.56,13190.09759
Coriander,2007,Whole Year ,TAMIL NADU,13288.0,5120,1067.2,1772619.2,2126.08,0.385909091
Cotton(lint),2007,Whole Year ,TAMIL NADU,99335.0,200673,1067.2,13251289.0,15893.6,2.013928571
Dry chillies,2007,Whole Year ,TAMIL NADU,67408.0,34084,1067.2,8992227.2,10785.28,0.627586207
Garlic,2007,Whole Year ,TAMIL NADU,505.0,2994,1067.2,67367.0,80.8,5.763333333
Ginger,2007,Whole Year ,TAMIL NADU,625.0,11898,1067.2,83375.0,100.0,18.97857143
Gram,2007,Whole Year ,TAMIL NADU,6800.0,4587,1067.2,907120.0,1088.0,0.5575
Groundnut,2007,Whole Year ,TAMIL NADU,535211.0,1047586,1067.2,71397147.4,85633.76,1.850357143
Horse-gram,2007,Whole Year ,TAMIL NADU,48448.0,21339,1067.2,6462963.2,7751.68,0.4488
Jowar,2007,Whole Year ,TAMIL NADU,283526.0,247836,1067.2,37822368.4,45364.16,1.0528
Maize,2007,Whole Year ,TAMIL NADU,223428.0,810057,1067.2,29805295.2,35748.48,4.077307692
Moong(Green Gram),2007,Whole Year ,TAMIL NADU,158691.0,46213,1067.2,21169379.4,25390.56,0.414285714
Onion,2007,Whole Year ,TAMIL NADU,29809.0,287208,1067.2,3976520.6,4769.44,9.574347826
Potato,2007,Whole Year ,TAMIL NADU,4066.0,68169,1067.2,542404.4,650.56,17.018
Ragi,2007,Whole Year ,TAMIL NADU,93701.0,175944,1067.2,12499713.4,14992.16,1.996538462
Rapeseed &Mustard,2007,Whole Year ,TAMIL NADU,275.0,67,1067.2,36685.0,44.0,0.204545455
Rice,2007,Kharif     ,TAMIL NADU,1789170.0,5039954,1067.2,238675278.0,286267.2,3.213793103
Sesamum,2007,Whole Year ,TAMIL NADU,74376.0,32201,1067.2,9921758.4,11900.16,0.434814815
Small millets,2007,Kharif     ,TAMIL NADU,38240.0,37084,1067.2,5101216.0,6118.4,0.956956522
Sugarcane,2007,Whole Year ,TAMIL NADU,354022.0,38070965,1067.2,47226534.8,56643.52,104.9803571
Sunflower,2007,Whole Year ,TAMIL NADU,44177.0,70203,1067.2,5893211.8,7068.32,1.513076923
Sweet potato,2007,Whole Year ,TAMIL NADU,1088.0,14780,1067.2,145139.2,174.08,13.7055
Tapioca,2007,Whole Year ,TAMIL NADU,140092.0,5912307,1067.2,18688272.8,22414.72,42.09785714
Tobacco,2007,Whole Year ,TAMIL NADU,5903.0,9056,1067.2,787460.2,944.48,1.4625
Turmeric,2007,Whole Year ,TAMIL NADU,27303.0,146008,1067.2,3642220.2,4368.48,5.253846154
Urad,2007,Whole Year ,TAMIL NADU,307515.0,79980,1067.2,41022501.0,49202.4,0.397857143
Arecanut,2008,Whole Year ,KERALA,97492.0,125654,2524.8,13945255.68,8774.28,1.047142857
Banana,2008,Whole Year ,KERALA,54739.0,435979,2524.8,7829866.56,4926.51,7.93
Black pepper,2008,Whole Year ,KERALA,153711.0,33991,2524.8,21986821.44,13833.99,0.182857143
Cardamom,2008,Whole Year ,KERALA,41588.0,8550,2524.8,5948747.52,3742.92,0.061111111
Cashewnut,2008,Whole Year ,KERALA,53007.0,42334,2524.8,7582121.28,4770.63,0.518571429
Coconut ,2008,Whole Year ,KERALA,787769.0,5802000000,2524.8,112682477.8,70899.21,6765.202857
Cotton(lint),2008,Kharif     ,KERALA,1152.0,1498,2524.8,164782.08,103.68,1.3
Garlic,2008,Whole Year ,KERALA,320.0,5440,2524.8,45772.8,28.8,17.0
Ginger,2008,Whole Year ,KERALA,7421.0,30809,2524.8,1061499.84,667.89,3.17
Groundnut,2008,Kharif     ,KERALA,1733.0,1282,2524.8,247888.32,155.97,0.74
Jowar,2008,Kharif     ,KERALA,2306.0,1177,2524.8,329850.24,207.54,0.6525
Other Cereals,2008,Kharif     ,KERALA,371.0,290,2524.8,53067.84,33.39,0.91
Ragi,2008,Kharif     ,KERALA,608.0,492,2524.8,86968.32,54.72,0.856
Rice,2008,Autumn     ,KERALA,79381.0,192770,2524.8,11354658.24,7144.29,2.295384615
Rice,2008,Summer     ,KERALA,49762.0,148370,2524.8,7117956.48,4478.58,2.446428571
Rice,2008,Winter     ,KERALA,105122.0,249101,2524.8,15036650.88,9460.98,2.260714286
Sesamum,2008,Kharif     ,KERALA,576.0,308,2524.8,82391.04,51.84,0.465714286
Sugarcane,2008,Whole Year ,KERALA,3392.0,275480,2524.8,485191.68,305.28,73.525
Sweet potato,2008,Whole Year ,KERALA,386.0,4827,2524.8,55213.44,34.74,11.5
Tapioca,2008,Whole Year ,KERALA,87241.0,2712114,2524.8,12478952.64,7851.69,31.64142857
Tobacco,2008,Whole Year ,KERALA,39.0,63,2524.8,5578.56,3.51,1.62
Turmeric,2008,Whole Year ,KERALA,2782.0,6364,2524.8,397937.28,250.38,2.169285714
Arecanut,2008,Whole Year ,TAMIL NADU,5612.0,11061,1201.9,802740.48,505.08,1.708333333
Arhar/Tur,2008,Whole Year ,TAMIL NADU,27483.0,16703,1201.9,3931168.32,2473.47,0.606923077
Bajra,2008,Whole Year ,TAMIL NADU,56672.0,84021,1201.9,8106362.88,5100.48,2.5968
Banana,2008,Whole Year ,TAMIL NADU,115804.0,5148134,1201.9,16564604.16,10422.36,44.54483871
Black pepper,2008,Whole Year ,TAMIL NADU,3122.0,716,1201.9,446570.88,280.98,0.155
Cardamom,2008,Whole Year ,TAMIL NADU,4051.0,370,1201.9,579455.04,364.59,0.094
Cashewnut,2008,Whole Year ,TAMIL NADU,99168.0,51667,1201.9,14184990.72,8925.12,338.5489655
Castor seed,2008,Whole Year ,TAMIL NADU,5523.0,1702,1201.9,790009.92,497.07,0.322222222
Coconut ,2008,Whole Year ,TAMIL NADU,389429.0,5362000000,1201.9,55703924.16,35048.61,13834.07258
Coriander,2008,Whole Year ,TAMIL NADU,14139.0,4815,1201.9,2022442.56,1272.51,0.357826087
Cotton(lint),2008,Whole Year ,TAMIL NADU,114516.0,187673,1201.9,16380368.64,10306.44,1.797586207
Dry chillies,2008,Whole Year ,TAMIL NADU,65412.0,32924,1201.9,9356532.48,5887.08,0.651290323
Garlic,2008,Whole Year ,TAMIL NADU,351.0,2067,1201.9,50207.04,31.59,5.76
Ginger,2008,Whole Year ,TAMIL NADU,817.0,16340,1201.9,116863.68,73.53,20.0
Gram,2008,Whole Year ,TAMIL NADU,6852.0,4355,1201.9,980110.08,616.68,0.534761905
Groundnut,2008,Whole Year ,TAMIL NADU,489844.0,974768,1201.9,70067285.76,44085.96,2.373666667
Horse-gram,2008,Whole Year ,TAMIL NADU,44749.0,21052,1201.9,6400896.96,4027.41,0.459230769
Jowar,2008,Whole Year ,TAMIL NADU,258876.0,213436,1201.9,37029623.04,23298.84,1.152142857
Maize,2008,Whole Year ,TAMIL NADU,286639.0,1257882,1201.9,41000842.56,25797.51,5.226296296
Moong(Green Gram),2008,Whole Year ,TAMIL NADU,138598.0,31336,1201.9,19825057.92,12473.82,0.336333333
Onion,2008,Whole Year ,TAMIL NADU,30255.0,286040,1201.9,4327675.2,2722.95,10.1544
Potato,2008,Whole Year ,TAMIL NADU,4367.0,80538,1201.9,624655.68,393.03,19.39
Ragi,2008,Whole Year ,TAMIL NADU,90079.0,169944,1201.9,12884900.16,8107.11,2.228928571
Rapeseed &Mustard,2008,Whole Year ,TAMIL NADU,257.0,63,1201.9,36761.28,23.13,0.282222222
Rice,2008,Kharif     ,TAMIL NADU,1931603.0,5183385,1201.9,276296493.1,173844.27,3.562580645
Sesamum,2008,Whole Year ,TAMIL NADU,63693.0,32242,1201.9,9110646.72,5732.37,0.467777778
Small millets,2008,Kharif     ,TAMIL NADU,33512.0,25697,1201.9,4793556.48,3016.08,1.742
Sugarcane,2008,Whole Year ,TAMIL NADU,308800.0,32798888,1201.9,44170752.0,27792.0,111.4553333
Sunflower,2008,Whole Year ,TAMIL NADU,25755.0,34356,1201.9,3683995.2,2317.95,1.768571429
Sweet potato,2008,Whole Year ,TAMIL NADU,658.0,8743,1201.9,94120.32,59.22,13.52565217
Tapioca,2008,Whole Year ,TAMIL NADU,124301.0,4533359,1201.9,17780015.04,11187.09,35.91833333
Tobacco,2008,Whole Year ,TAMIL NADU,5379.0,8214,1201.9,769412.16,484.11,1.593333333
Turmeric,2008,Whole Year ,TAMIL NADU,29875.0,172334,1201.9,4273320.0,2688.75,5.326296296
Urad,2008,Whole Year ,TAMIL NADU,263671.0,82983,1201.9,37715499.84,23730.39,0.666666667
Arecanut,2009,Whole Year ,KERALA,99190.0,116763,2821.5,15455785.8,16862.3,0.976428571
Banana,2009,Whole Year ,KERALA,51275.0,406242,2821.5,7989670.5,8716.75,7.835714286
Black pepper,2009,Whole Year ,KERALA,171489.0,42460,2821.5,26721415.98,29153.13,0.190714286
Cardamom,2009,Whole Year ,KERALA,41593.0,7800,2821.5,6481021.26,7070.81,0.057777778
Cashewnut,2009,Whole Year ,KERALA,48972.0,35818,2821.5,7630817.04,8325.24,0.482857143
Coconut ,2009,Whole Year ,KERALA,778618.0,5667000000,2821.5,121324256.8,132365.06,6728.865
Cotton(lint),2009,Kharif     ,KERALA,1018.0,1324,2821.5,158624.76,173.06,1.3
Garlic,2009,Whole Year ,KERALA,336.0,5712,2821.5,52355.52,57.12,17.0
Ginger,2009,Whole Year ,KERALA,5408.0,28603,2821.5,842674.56,919.36,3.402142857
Groundnut,2009,Kharif     ,KERALA,1340.0,992,2821.5,208798.8,227.8,0.87
Jowar,2009,Kharif     ,KERALA,2547.0,1305,2821.5,396873.54,432.99,0.6675
Other Cereals,2009,Kharif     ,KERALA,226.0,176,2821.5,35215.32,38.42,0.765
Ragi,2009,Kharif     ,KERALA,293.0,236,2821.5,45655.26,49.81,0.405
Rice,2009,Autumn     ,KERALA,77249.0,192050,2821.5,12036939.18,13132.33,2.303076923
Rice,2009,Summer     ,KERALA,49279.0,134005,2821.5,7678653.78,8377.43,2.385
Rice,2009,Winter     ,KERALA,107485.0,272284,2821.5,16748312.7,18272.45,2.286428571
Sesamum,2009,Kharif     ,KERALA,608.0,206,2821.5,94738.56,103.36,0.28
Sugarcane,2009,Whole Year ,KERALA,2972.0,284970,2821.5,463097.04,505.24,50.8875
Sweet potato,2009,Whole Year ,KERALA,399.0,4575,2821.5,62172.18,67.83,11.49857143
Tapioca,2009,Whole Year ,KERALA,74925.0,2525384,2821.5,11674813.5,12737.25,34.51142857
Tobacco,2009,Whole Year ,KERALA,29.0,34,2821.5,4518.78,4.93,1.17
Turmeric,2009,Whole Year ,KERALA,2438.0,6066,2821.5,379889.16,414.46,2.276428571
Arecanut,2009,Whole Year ,TAMIL NADU,5456.0,10437,928.5,850153.92,927.52,1.605
Arhar/Tur,2009,Whole Year ,TAMIL NADU,26558.0,20274,928.5,4138267.56,4514.86,0.709615385
Bajra,2009,Whole Year ,TAMIL NADU,54427.0,82652,928.5,8480815.14,9252.59,1.649615385
Banana,2009,Whole Year ,TAMIL NADU,113681.0,4887841,928.5,17713773.42,19325.77,43.52
Black pepper,2009,Whole Year ,TAMIL NADU,2790.0,643,928.5,434737.8,474.3,0.153846154
Cardamom,2009,Whole Year ,TAMIL NADU,3650.0,330,928.5,568743.0,620.5,0.058461538
Cashewnut,2009,Whole Year ,TAMIL NADU,99043.0,49550,928.5,15432880.26,16837.31,0.496785714
Castor seed,2009,Whole Year ,TAMIL NADU,4896.0,1521,928.5,762894.72,832.32,0.313703704
Coconut ,2009,Whole Year ,TAMIL NADU,400466.0,5547100000,928.5,62400612.12,68079.22,14134.65935
Coriander,2009,Whole Year ,TAMIL NADU,15977.0,6315,928.5,2489536.14,2716.09,0.355416667
Cotton(lint),2009,Whole Year ,TAMIL NADU,104095.0,225448,928.5,16220082.9,17696.15,2.502333333
Dry chillies,2009,Whole Year ,TAMIL NADU,58476.0,31230,928.5,9111730.32,9940.92,0.629032258
Garlic,2009,Whole Year ,TAMIL NADU,330.0,1954,928.5,51420.6,56.1,4.256
Ginger,2009,Whole Year ,TAMIL NADU,864.0,13867,928.5,134628.48,146.88,16.036
Gram,2009,Whole Year ,TAMIL NADU,7432.0,4542,928.5,1158054.24,1263.44,0.523
Groundnut,2009,Whole Year ,TAMIL NADU,413011.0,895718,928.5,64355374.02,70211.87,2.120322581
Horse-gram,2009,Whole Year ,TAMIL NADU,47231.0,21816,928.5,7359534.42,8029.27,0.4292
Jowar,2009,Whole Year ,TAMIL NADU,238476.0,221960,928.5,37159330.32,40540.92,1.287777778
Maize,2009,Whole Year ,TAMIL NADU,244159.0,1138126,928.5,38044855.38,41507.03,4.798888889
Moong(Green Gram),2009,Whole Year ,TAMIL NADU,138138.0,47673,928.5,21524663.16,23483.46,0.410322581
Onion,2009,Whole Year ,TAMIL NADU,31024.0,302563,928.5,4834159.68,5274.08,9.8704
Potato,2009,Whole Year ,TAMIL NADU,4611.0,84683,928.5,718486.02,783.87,19.2475
Ragi,2009,Whole Year ,TAMIL NADU,82335.0,160939,928.5,12829439.7,13996.95,2.344642857
Rapeseed &Mustard,2009,Whole Year ,TAMIL NADU,262.0,62,928.5,40824.84,44.54,0.167777778
Rice,2009,Kharif     ,TAMIL NADU,1845553.0,5665258,928.5,287574068.5,313744.01,3.539677419
Sesamum,2009,Whole Year ,TAMIL NADU,62677.0,29021,928.5,9766330.14,10655.09,0.413448276
Small millets,2009,Kharif     ,TAMIL NADU,33141.0,31244,928.5,5164030.62,5633.97,0.932173913
Sugarcane,2009,Whole Year ,TAMIL NADU,293329.0,29758209,928.5,45706524.78,49865.93,100.2083333
